uniprot_id,protein_name,organism,organism_id,gene_name,length,function
A0A0D3GWQ4,A0A0D3GWQ4_9ORYZ Terpene synthase,Oryza barthii,65489,,462,
A0A0D3GWQ5,A0A0D3GWQ5_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza barthii,65489,,378,
A0A0D3GWQ8,A0A0D3GWQ8_9ORYZ Sesquiterpene synthase,Oryza barthii,65489,,1020,
A0A0D3GWQ9,A0A0D3GWQ9_9ORYZ Sesquiterpene synthase,Oryza barthii,65489,,982,
A0A0D3GWR0,A0A0D3GWR0_9ORYZ Sesquiterpene synthase,Oryza barthii,65489,,898,
A0A0D3GWR1,A0A0D3GWR1_9ORYZ Sesquiterpene synthase,Oryza barthii,65489,,995,
A0A0D3HLS1,A0A0D3HLS1_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza barthii,65489,,817,
A0A0D3HUN2,A0A0D3HUN2_9ORYZ Squalene cyclase N-terminal domain-containing protein,Oryza barthii,65489,,221,
A0A0D7BE20,A0A0D7BE20_9AGAR Terpene synthase,Cylindrobasidium torrendii FP15055 ss-10,1314674,CYLTODRAFT_436484,363,
A0A0D7CID6,A0A0D7CID6_9ACTN Terpene synthase,Streptomyces natalensis ATCC 27448,1240678,SNA_21050,310,
A0A0D7CIW8,A0A0D7CIW8_9ACTN Terpene synthase,Streptomyces natalensis ATCC 27448,1240678,SNA_22460,402,
A0A0D7CPB3,A0A0D7CPB3_9ACTN Terpene synthase,Streptomyces natalensis ATCC 27448,1240678,SNA_10395,495,
A0A0D9VES7,A0A0D9VES7_9ORYZ ent-copalyl diphosphate synthase,Leersia perrieri,77586,,790,
A0A0D9VHD3,A0A0D9VHD3_9ORYZ ent-copalyl diphosphate synthase,Leersia perrieri,77586,,781,
A0A0D9X4S5,A0A0D9X4S5_9ORYZ Uncharacterized protein,Leersia perrieri,77586,,579,
A0A0D9X4T0,A0A0D9X4T0_9ORYZ Sesquiterpene synthase,Leersia perrieri,77586,,494,
A0A0D9X6J7,A0A0D9X6J7_9ORYZ Squalene cyclase N-terminal domain-containing protein,Leersia perrieri,77586,,262,
A0A0D9XZG6,A0A0D9XZG6_9ORYZ Terpene synthase N-terminal domain-containing protein,Leersia perrieri,77586,,802,
A0A0D9YQF0,A0A0D9YQF0_9ORYZ ent-copalyl diphosphate synthase,Oryza glumipatula,40148,,843,
A0A0D9YTX5,A0A0D9YTX5_9ORYZ ent-copalyl diphosphate synthase,Oryza glumipatula,40148,,782,
A0A0D9ZQI9,A0A0D9ZQI9_9ORYZ Ent-kaurene synthase,Oryza glumipatula,40148,,1773,
A0A0E0ARA1,A0A0E0ARA1_9ORYZ Sesquiterpene synthase,Oryza glumipatula,40148,,522,
A0A0E0ARA3,A0A0E0ARA3_9ORYZ Sesquiterpene synthase,Oryza glumipatula,40148,,546,
A0A0E0ARA5,A0A0E0ARA5_9ORYZ Sesquiterpene synthase,Oryza glumipatula,40148,,470,
A0A0E0CJ63,A0A0E0CJ63_9ORYZ ent-copalyl diphosphate synthase,Oryza meridionalis,40149,,873,
A0A0E0CJ64,A0A0E0CJ64_9ORYZ ent-copalyl diphosphate synthase,Oryza meridionalis,40149,,853,
A0A0E0EIE9,A0A0E0EIE9_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza meridionalis,40149,,1665,
A0A0E0EIF0,A0A0E0EIF0_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza meridionalis,40149,,1650,
A0A0E0EIF1,A0A0E0EIF1_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza meridionalis,40149,,1581,
A0A0E0EIF2,A0A0E0EIF2_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza meridionalis,40149,,1614,
A0A0E0EIF3,A0A0E0EIF3_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza meridionalis,40149,,1577,
A0A0E0EIF4,A0A0E0EIF4_9ORYZ Uncharacterized protein,Oryza meridionalis,40149,,1493,
A0A0E0EIF5,A0A0E0EIF5_9ORYZ Sesquiterpene synthase,Oryza meridionalis,40149,,1112,
A0A0E0G8K5,A0A0E0G8K5_ORYNI Terpene synthase metal-binding domain-containing protein,Oryza nivara,4536,,735,
A0A0E0H9N2,A0A0E0H9N2_ORYNI ent-copalyl diphosphate synthase,Oryza nivara,4536,rps7,848,
A0A0E0H9N3,A0A0E0H9N3_ORYNI ent-copalyl diphosphate synthase,Oryza nivara,4536,rps7,841,
A0A0E0HSH1,A0A0E0HSH1_ORYNI Sesquiterpene synthase,Oryza nivara,4536,,1598,
A0A0E0HSH2,A0A0E0HSH2_ORYNI Uncharacterized protein,Oryza nivara,4536,,1575,
A0A0E0HSH3,A0A0E0HSH3_ORYNI Sesquiterpene synthase,Oryza nivara,4536,,1560,
A0A0E0HSH4,A0A0E0HSH4_ORYNI Sesquiterpene synthase,Oryza nivara,4536,,1557,
A0A0E0HSH5,A0A0E0HSH5_ORYNI Uncharacterized protein,Oryza nivara,4536,,1519,
A0A0E0HSH6,A0A0E0HSH6_ORYNI Sesquiterpene synthase,Oryza nivara,4536,,1491,
A0A0E0HSH7,A0A0E0HSH7_ORYNI Sesquiterpene synthase,Oryza nivara,4536,,1491,
A0A0E0HSH8,A0A0E0HSH8_ORYNI Sesquiterpene synthase,Oryza nivara,4536,,577,
A0A0E0HSH9,A0A0E0HSH9_ORYNI Sesquiterpene synthase,Oryza nivara,4536,,502,
A0A0E0JAH2,A0A0E0JAH2_ORYNI Terpene synthase metal-binding domain-containing protein,Oryza nivara,4536,,197,
A0A0E0JAH9,A0A0E0JAH9_ORYNI Terpene synthase N-terminal domain-containing protein,Oryza nivara,4536,,778,
A0A0E0JYG4,A0A0E0JYG4_ORYPU ent-copalyl diphosphate synthase,Oryza punctata,4537,,846,
A0A0E0LRP2,A0A0E0LRP2_ORYPU Sesquiterpene synthase,Oryza punctata,4537,,472,
A0A0E0LRP4,A0A0E0LRP4_ORYPU Sesquiterpene synthase,Oryza punctata,4537,,539,
A0A0E0ND24,A0A0E0ND24_ORYRU ent-copalyl diphosphate synthase,Oryza rufipogon,4529,,851,
A0A0E0NGP2,A0A0E0NGP2_ORYRU ent-copalyl diphosphate synthase,Oryza rufipogon,4529,,800,
A0A0E0QET4,A0A0E0QET4_ORYRU Sesquiterpene synthase,Oryza rufipogon,4529,,1552,
A0A0E0QET5,A0A0E0QET5_ORYRU Uncharacterized protein,Oryza rufipogon,4529,,1528,
A0A0E0QET7,A0A0E0QET7_ORYRU Sesquiterpene synthase,Oryza rufipogon,4529,,1478,
A0A0E0QET8,A0A0E0QET8_ORYRU Terpene synthase,Oryza rufipogon,4529,,515,
A0A0E0QET9,A0A0E0QET9_ORYRU Sesquiterpene synthase,Oryza rufipogon,4529,,535,
A0A0E0R8C0,A0A0E0R8C0_ORYRU Terpene synthase N-terminal domain-containing protein,Oryza rufipogon,4529,,797,
A0A0E0RHG8,A0A0E0RHG8_ORYRU Terpene synthase N-terminal domain-containing protein,Oryza rufipogon,4529,,746,
A0A0F0I3D1,A0A0F0I3D1_ASPPU Terpene synthase,Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1),1403190,P875_00042647,279,
A0A0F0IES8,A0A0F0IES8_ASPPU Trans-Isoprenyl Diphosphate Synthases head-to-tail,Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1),1403190,P875_00021579,365,
A0A0F4JIE3,A0A0F4JIE3_9ACTN Terpene synthase,Streptomyces katrae,68223,VR44_12520,409,
A0A0F4JKQ6,A0A0F4JKQ6_9ACTN Terpene synthase,Streptomyces katrae,68223,VR44_11315,376,
A0A0F4YE99,A0A0F4YE99_RASE3 Ent-kaurene synthase,Rasamsonia emersonii (strain ATCC 16479 / CBS 393.64 / IMI 116815),1408163,T310_9885,960,
A0A0F6QSV5,A0A0F6QSV5_GLOAC Terpene synthase,Glomerella acutata,27357,TPS,326,
A0A0F7FSH4,A0A0F7FSH4_9ACTN Terpene synthase,Streptomyces xiamenensis,408015,SXIM_11540,349,
A0A0F7TXH9,A0A0F7TXH9_PENBI Geranylgeranyl pyrophosphate synthase,Penicillium brasilianum,104259,PMG11_09924,510,
A0A0F7VQA8,A0A0F7VQA8_STRLW Terpene synthase,Streptomyces leeuwenhoekii,1437453,sle_13160,337,
A0A0F7ZT17,A0A0F7ZT17_9HYPO Terpene synthase,Hirsutella minnesotensis 3608,1043627,HIM_08259,390,
A0A0F7ZU77,A0A0F7ZU77_9HYPO Terpene synthase,Hirsutella minnesotensis 3608,1043627,HIM_06193,370,
A0A0F9ZQD6,A0A0F9ZQD6_TRIHA Terpene synthase,Trichoderma harzianum,5544,THAR02_05374,361,
A0A0G2GA73,A0A0G2GA73_9PEZI Terpene synthase,Diplodia seriata,420778,UCDDS831_g08470,347,
A0A0G4LXZ4,A0A0G4LXZ4_VERLO chitin deacetylase,Verticillium longisporum,100787,BN1708_000763,616,
A0A0G4P3R2,A0A0G4P3R2_PENC3 Terpenoid synthase,Penicillium camemberti (strain FM 013),1429867,PCAMFM013_S005g000149,764,
A0A0G7ZNY7,"A0A0G7ZNY7_PICGL Putative terpene synthase, PgTPS41",Picea glauca,3330,PgTPS41,624,
A0A0H3D317,A0A0H3D317_AMYMU Terpene synthase,Amycolatopsis mediterranei (strain U-32),749927,AMED_3240,373,
A0A0H4SPM5,A0A0H4SPM5_9ASTR ent-kaurene synthase,Grindelia hirsutula,1114741,,795,
A0A0J6XE81,A0A0J6XE81_9ACTN Terpene synthase,Streptomyces roseus,66430,ACS04_30105,421,
A0A0J7ZCV9,A0A0J7ZCV9_STRVR Terpene synthase,Streptomyces viridochromogenes,1938,ACM01_16365,352,
A0A0J9VV09,A0A0J9VV09_FUSO4 Terpene synthase,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936),426428,FOXG_13565,407,
A0A0J9VW32,A0A0J9VW32_FUSO4 Terpene synthase,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936),426428,FOXG_13565,365,
A0A0L0KIE4,A0A0L0KIE4_9ACTN Terpene synthase,Streptomyces acidiscabies,42234,IQ63_10555,344,
A0A0L8JHZ5,A0A0L8JHZ5_STRVR Terpene synthase,Streptomyces viridochromogenes,1938,ADK34_31120,437,
A0A0L8M7F6,A0A0L8M7F6_STRVG Terpene synthase,Streptomyces virginiae,1961,ADK75_27530,454,
A0A0M3KL36,A0A0M3KL36_9ACTN Terpene synthase,Streptomyces lydicus,47763,,352,
A0A0M3TC67,A0A0M3TC67_TRIWF (-)-kolavenyl diphosphate synthase,Tripterygium wilfordii,458696,TPS7,807,
A0A0M4M9R4,A0A0M4M9R4_EUPPE Diterpene synthase class I,Euphorbia peplus,38846,TPS8,792,
A0A0M4MZ71,A0A0M4MZ71_TRIWF (-)-kolavenyl diphosphate synthase,Tripterygium wilfordii,458696,TPS21,815,
A0A0M5IV03,A0A0M5IV03_STRPR Terpene synthase,Streptomyces pristinaespiralis,38300,SPRI_6538,372,
A0A0M8P7T4,A0A0M8P7T4_9EURO Uncharacterized protein,Penicillium nordicum,229535,ACN38_g6659,141,
A0A0M8PAM1,A0A0M8PAM1_9EURO Uncharacterized protein,Penicillium nordicum,229535,ACN38_g463,742,
A0A0N0GWL0,A0A0N0GWL0_9ACTN Terpene synthase,Streptomyces chattanoogensis,66876,ADL29_30145,436,
A0A0N0GZJ6,A0A0N0GZJ6_9ACTN Terpene synthase,Streptomyces chattanoogensis,66876,ADL29_17645,445,
A0A0N0S039,A0A0N0S039_9EURO Dimethylallyltranstransferase,Penicillium nordicum,229535,ACN38_g348,349,
A0A0N9I4A2,A0A0N9I4A2_9PSEU Terpene synthase,Kibdelosporangium phytohabitans,860235,AOZ06_24430,370,
A0A0P0EVW3,A0A0P0EVW3_STERE ent-kaurene synthase,Stevia rebaudiana,55670,KSL,782,
A0A0P0XC15,A0A0P0XC15_ORYSJ Os08g0167800 protein,Oryza sativa subsp. japonica,39947,Os08g0167800,349,
A0A0P0XCB8,A0A0P0XCB8_ORYSJ Os08g0168400 protein,Oryza sativa subsp. japonica,39947,Os08g0168400,326,
A0A0P0XCC9,A0A0P0XCC9_ORYSJ Os08g0168000 protein,Oryza sativa subsp. japonica,39947,Os08g0168000,582,
A0A0P4R924,A0A0P4R924_9ACTN Terpene synthase,Streptomyces lydicamycinicus,1546107,TPA0598_04_06990,358,
A0A0T6LR73,A0A0T6LR73_WENVI Terpene synthase,Wenjunlia vitaminophila,76728,AQ490_24390,798,
A0A0U1LL70,A0A0U1LL70_TALIS Fusicoccadiene synthase,Talaromyces islandicus,28573,PISL3812_01050,752,
A0A0U1XXJ7,A0A0U1XXJ7_9ACTN Terpene synthase,Streptomyces sp. MA37,1400207,,351,
A0A0U3KJN0,A0A0U3KJN0_STRGL Terpene synthase,Streptomyces globisporus C-1027,1172567,WQO_25120,325,
A0A0U5CB67,A0A0U5CB67_ASPCI Uncharacterized protein,Aspergillus calidoustus,454130,ASPCAL09666,762,
A0A0U5CJ36,A0A0U5CJ36_ASPCI Terpene synthase,Aspergillus calidoustus,454130,ASPCAL14029,414,
A0A0U5CKK8,A0A0U5CKK8_ASPCI Uncharacterized protein,Aspergillus calidoustus,454130,ASPCAL14979,755,
A0A0U5CP84,A0A0U5CP84_ASPCI Geranylgeranyl pyrophosphate synthase,Aspergillus calidoustus,454130,ASPCAL07581,562,
A0A0U5FYR4,A0A0U5FYR4_ASPCI Terpene synthase,Aspergillus calidoustus,454130,ASPCAL05846,390,
A0A0U5GLZ3,A0A0U5GLZ3_ASPCI Geranylgeranyl pyrophosphate synthase,Aspergillus calidoustus,454130,ASPCAL02958,731,
A0A0U5GNS9,A0A0U5GNS9_ASPCI Geranylgeranyl pyrophosphate synthase,Aspergillus calidoustus,454130,ASPCAL02772,343,
A0A0U5GRW1,A0A0U5GRW1_ASPCI Geranylgeranyl pyrophosphate synthase,Aspergillus calidoustus,454130,ASPCAL08564,710,
A0A0W0EWL2,A0A0W0EWL2_MONRR Terpene synthase,Moniliophthora roreri,221103,WG66_18985,336,
A0A0W7X5S3,A0A0W7X5S3_9ACTN Terpene synthase,Streptomyces silvensis,1765722,AT728_20425,433,
A0A0X1T1I6,A0A0X1T1I6_PSEAA Terpene synthase,Pseudomonas agarici,46677,AWM79_11800,744,
A0A0X3VQR7,A0A0X3VQR7_9ACTN Terpene synthase,Streptomyces regalis,68262,ADL12_01315,347,
A0A0X3X279,A0A0X3X279_STRVO Terpene synthase,Streptomyces violaceusniger,68280,ADL28_13005,438,
A0A100ISW2,A0A100ISW2_ASPNG Geranylgeranyl pyrophosphate synthase,Aspergillus niger,5061,ABL_09385,697,
A0A100IU48,A0A100IU48_ASPNG Fungal specific transcription factor,Aspergillus niger,5061,ABL_10077,1089,
A0A100IUM0,A0A100IUM0_ASPNG Geranylgeranyl pyrophosphate synthase,Aspergillus niger,5061,ABL_10285,694,
A0A100JHZ7,A0A100JHZ7_STRSC Terpene synthase,Streptomyces scabiei,1930,SsS58_00231,454,
A0A101JBM4,A0A101JBM4_9ACTN Terpene synthase,Actinoplanes awajinensis subsp. mycoplanecinus,135947,ADL15_45010,341,
A0A101JCN8,A0A101JCN8_9ACTN 2-methylisoborneol synthase,Streptomyces regalis,68262,ADL12_37710,446,
A0A101NM33,A0A101NM33_9ACTN Terpene synthase,Streptomyces cellostaticus,67285,AQI88_15355,350,
A0A101NQC7,A0A101NQC7_9ACTN Terpene synthase,Streptomyces cellostaticus,67285,AQI88_08160,392,
A0A101NQS4,A0A101NQS4_9ACTN Terpene synthase,Streptomyces cellostaticus,67285,AQI88_07180,453,
A0A101P6M1,A0A101P6M1_9ACTN Terpene synthase,Streptomyces yokosukanensis,67386,AQI95_13035,350,
A0A101PDA9,A0A101PDA9_9ACTN Terpene synthase,Streptomyces yokosukanensis,67386,AQI95_06270,385,
A0A101QT58,A0A101QT58_9ACTN Terpene synthase,Streptomyces longwoodensis,68231,AQJ30_25350,477,
A0A101RVS4,A0A101RVS4_9ACTN Terpene synthase,Streptomyces canus,58343,AQJ46_32100,346,
A0A101RWL4,A0A101RWL4_9ACTN Terpene synthase,Streptomyces griseorubiginosus,67304,AQJ54_29260,349,
A0A101SWJ0,A0A101SWJ0_9ACTN Terpene synthase,Streptomyces griseoruber,1943,AQJ64_23895,349,
A0A101U6K7,A0A101U6K7_9ACTN Terpene synthase,Streptomyces caeruleatus,661399,AQJ67_06255,350,
A0A101V2J4,A0A101V2J4_9ACTN 2-methylisoborneol synthase,Streptomyces dysideae,909626,AQJ91_10110,504,
A0A103E7D3,A0A103E7D3_9BURK Terpene synthase,Burkholderia singularis,1503053,WS67_00020,399,
A0A103XUV6,A0A103XUV6_CYNCS ent-kaurene synthase,Cynara cardunculus var. scolymus,59895,Ccrd_000588,747,
A0A119DHJ2,A0A119DHJ2_9BURK Terpene synthase,Burkholderia territorii,1503055,WT27_24160,677,
A0A124GZL5,A0A124GZL5_9ACTN Terpene synthase,Streptomyces curacoi,146536,AQI70_20530,348,
A0A132A1I0,A0A132A1I0_SARSC Terpene synthase,Sarcoptes scabiei,52283,QR98_0033670,398,
A0A135RTH6,A0A135RTH6_9PEZI Terpene synthase,Colletotrichum salicis,1209931,CSAL01_09202,384,
A0A135RTQ7,A0A135RTQ7_9PEZI Terpene synthase,Colletotrichum nymphaeae SA-01,1460502,CNYM01_10570,428,
A0A135S2E7,A0A135S2E7_9PEZI Terpene synthase,Colletotrichum simmondsii,703756,CSIM01_00800,312,
A0A135SGN1,A0A135SGN1_9PEZI Terpene synthase,Colletotrichum simmondsii,703756,CSIM01_01983,403,
A0A135STQ7,A0A135STQ7_9PEZI Terpene synthase,Colletotrichum nymphaeae SA-01,1460502,CNYM01_04276,431,
A0A135T171,A0A135T171_9PEZI Terpene synthase,Colletotrichum simmondsii,703756,CSIM01_02703,431,
A0A135T7B8,A0A135T7B8_9PEZI Terpene synthase,Colletotrichum simmondsii,703756,CSIM01_12190,399,
A0A135UZG0,A0A135UZG0_9PEZI Terpene synthase,Colletotrichum salicis,1209931,CSAL01_11939,320,
A0A135V3U7,A0A135V3U7_9PEZI Terpene synthase,Colletotrichum salicis,1209931,CSAL01_13431,434,
A0A136IT11,A0A136IT11_9PEZI Terpene synthase,Microdochium bolleyi,196109,Micbo1qcDRAFT_151202,387,
A0A136J950,A0A136J950_9PEZI Terpene synthase,Microdochium bolleyi,196109,Micbo1qcDRAFT_158522,383,
A0A139HTF8,A0A139HTF8_9PEZI Terpene synthase,Pseudocercospora eumusae,321146,AC578_1084,442,
A0A139IKL5,A0A139IKL5_9PEZI Terpene synthase,Pseudocercospora musae,113226,AC579_1369,443,
A0A139YB70,A0A139YB70_GIBM7 Terpene synthase,Gibberella moniliformis (strain M3125 / FGSC 7600),334819,FVEG_13850,365,
A0A143CC48,A0A143CC48_9ACTN Terpene synthase,Streptomyces qaidamensis,1783515,A4E84_39415,447,
A0A146EY40,A0A146EY40_ASPKA Geranylgeranyl pyrophosphate synthase,Aspergillus kawachii,1069201,RIB2604_00300110,564,
A0A150RS38,A0A150RS38_SORCE Terpene synthase,Sorangium cellulosum,56,BE17_43530,354,
A0A151GW30,A0A151GW30_DRECN Ent-kaurene synthase,Drechmeria coniospora,98403,DCS_02395,974,
A0A154MPQ3,A0A154MPQ3_9PSEU Terpene synthase,Amycolatopsis regifaucium,546365,ATP06_0227390,378,
A0A161LHG4,A0A161LHG4_9ACTN Terpene synthase,Planomonospora sphaerica,161355,PS9374_00308,731,
A0A164H4E9,A0A164H4E9_9NOCA 2-methylisoborneol synthase,Nocardia terpenica,455432,AWN90_09680,517,
A0A164MQ80,A0A164MQ80_9NOCA 2-methylisoborneol synthase,Nocardia terpenica,455432,AWN90_33700,421,
A0A164XUI4,A0A164XUI4_DAUCS ent-kaurene synthase,Daucus carota subsp. sativus,79200,DCAR_016843,751,
A0A165TB14,A0A165TB14_9APHY Terpene synthase,Daedalea quercina L-15889,1314783,DAEQUDRAFT_663038,367,
A0A166P2X1,A0A166P2X1_9AGAM Terpene synthase,Athelia psychrophila,1759441,FIBSPDRAFT_820394,420,
A0A166PRP8,A0A166PRP8_9PEZI Terpene synthase,Colletotrichum tofieldiae,708197,CT0861_04049,394,
A0A166YRW5,A0A166YRW5_9PEZI Terpene synthase,Colletotrichum tofieldiae,708197,CT0861_05820,389,
A0A167S196,A0A167S196_PENCH Fusicoccadiene synthase,Penicillium chrysogenum,5076,EN45_052060,729,
A0A168JHU8,A0A168JHU8_CORDF Terpene synthase,Akanthomyces lecanii RCEF 1005,1081108,LEL_03940,714,
A0A169PD54,A0A169PD54_STRLU Terpene synthase,Streptomyces laurentii,39478,SLA_6491,441,
A0A175VT43,A0A175VT43_9PEZI Terpene synthase,Madurella mycetomatis,100816,MMYC01_207949,396,
A0A176W7M1,A0A176W7M1_MARPO Terpene synthase,Marchantia polymorpha subsp. ruderalis,1480154,AXG93_3036s1060,488,
A0A176W876,A0A176W876_MARPO Terpene synthase,Marchantia polymorpha subsp. ruderalis,1480154,AXG93_2151s1000,355,
A0A177DIV0,A0A177DIV0_ALTAL Terpene synthase,Alternaria alternata,5599,AA0117_g5133,458,
A0A178FC60,A0A178FC60_TRIVO Ent-kaurene synthase,Trichophyton violaceum,34388,A7D00_6453,971,
A0A178V2K6,A0A178V2K6_ARATH Terpenoid cyclases/Protein prenyltransferases superfamily protein,Arabidopsis thaliana,3702,AXX17_At4g23660,891,
A0A178WN31,A0A178WN31_ARATH Terpene synthase N-terminal domain-containing protein,Arabidopsis thaliana,3702,AXX17_At1g34410,338,
A0A179EZW4,A0A179EZW4_METCM Terpene synthase,Pochonia chlamydosporia 170,1380566,VFPPC_14851,351,
A0A179FVZ9,A0A179FVZ9_METCM Terpene synthase,Pochonia chlamydosporia 170,1380566,VFPPC_15484,359,
A0A179GK02,"A0A179GK02_PURLI mannan endo-1,6-alpha-mannosidase",Purpureocillium lilacinum,33203,VFPBJ_08301,1131,
A0A179H4Q7,"A0A179H4Q7_PURLI mannan endo-1,6-alpha-mannosidase",Purpureocillium lilacinum,33203,VFPFJ_07553,1131,
A0A191USA2,A0A191USA2_9ACTN Terpene synthase,Streptomyces parvulus,146923,Spa2297_00460,352,
A0A193C035,A0A193C035_AMYOR Terpene synthase,Amycolatopsis orientalis,31958,SD37_20725,379,
A0A194US73,A0A194US73_CYTMA Terpene synthase,Cytospora mali,578113,VP1G_01989,373,
A0A194UYH3,A0A194UYH3_CYTMA Terpene synthase,Cytospora mali,578113,VP1G_03988,267,
A0A194VHJ4,A0A194VHJ4_CYTMA Terpene synthase,Cytospora mali,578113,VM1G_10289,373,
A0A194WDD9,A0A194WDD9_CYTMA Terpene synthase,Cytospora mali,578113,VM1G_09679,373,
A0A194XID7,A0A194XID7_MOLSC Terpene synthase,Mollisia scopiformis,149040,LY89DRAFT_779859,376,
A0A1B0RYS6,A0A1B0RYS6_PINPS Alpha-pinene synthase,Pinus pinaster,71647,APS1,629,
A0A1B0RYT1,A0A1B0RYT1_PINPS Alpha-pinene synthase,Pinus pinaster,71647,APS2,629,
A0A1B0YKB9,A0A1B0YKB9_TRIWF (-)-kolavenyl diphosphate synthase,Tripterygium wilfordii,458696,TPS3,816,
A0A1B1B1T5,A0A1B1B1T5_9ACTN Terpene synthase,Streptomyces griseochromogenes,68214,AVL59_27410,350,
A0A1B1B2U3,A0A1B1B2U3_9ACTN Terpene synthase,Streptomyces griseochromogenes,68214,AVL59_29235,388,
A0A1B1B7L2,A0A1B1B7L2_9ACTN 2-methylisoborneol synthase,Streptomyces griseochromogenes,68214,AVL59_39200,453,
A0A1B1M2S1,A0A1B1M2S1_STRLN Terpene synthase,Streptomyces lincolnensis,1915,SLINC_0498,313,
A0A1B2HQH5,A0A1B2HQH5_9PSEU Terpene synthase,Lentzea guizhouensis,1586287,BBK82_32020,359,
A0A1B6PFR5,A0A1B6PFR5_SORBI Uncharacterized protein,Sorghum bicolor,4558,SORBI_3007G055800,539,
A0A1B6PFS2,A0A1B6PFS2_SORBI Uncharacterized protein,Sorghum bicolor,4558,SORBI_3007G055600,547,
A0A1B6PFS6,A0A1B6PFS6_SORBI Uncharacterized protein,Sorghum bicolor,4558,SORBI_3007G055500,541,
A0A1B6QKU3,A0A1B6QKU3_SORBI ent-copalyl diphosphate synthase,Sorghum bicolor,4558,SORBI_3001G248600,863,
A0A1B7MJQ3,A0A1B7MJQ3_9AGAM Terpene synthase,Rhizopogon vinicolor AM-OR11-026,1314800,K503DRAFT_574041,366,
A0A1B7MRG1,A0A1B7MRG1_9AGAM Terpene synthase,Rhizopogon vinicolor AM-OR11-026,1314800,K503DRAFT_391847,393,
A0A1B7XZ66,A0A1B7XZ66_COLHI Terpene synthase,Colletotrichum higginsianum (strain IMI 349063),759273,CH63R_11724,389,
A0A1B7Y0N0,A0A1B7Y0N0_COLHI Terpene synthase,Colletotrichum higginsianum (strain IMI 349063),759273,CH63R_12275,395,
A0A1C1CF64,A0A1C1CF64_9EURO Terpene synthase,Cladophialophora carrionii,86049,Ari1,224,
A0A1C7AAN3,A0A1C7AAN3_TRIWF (-)-kolavenyl diphosphate synthase,Tripterygium wilfordii,458696,TPS9,807,
A0A1C7LRQ9,A0A1C7LRQ9_GRIFR Terpene synthase,Grifola frondosa,5627,COP3_0,268,
A0A1C7LYU3,A0A1C7LYU3_GRIFR Terpene synthase,Grifola frondosa,5627,COP3_2,383,
A0A1C7M6Y9,A0A1C7M6Y9_GRIFR Terpene synthase,Grifola frondosa,5627,COP4_0,335,
A0A1C7M7N1,A0A1C7M7N1_GRIFR Terpene synthase,Grifola frondosa,5627,COP3_1,418,
A0A1C7MC25,A0A1C7MC25_GRIFR Terpene synthase,Grifola frondosa,5627,COP3_3,419,
A0A1C7MC66,A0A1C7MC66_GRIFR Terpene synthase,Grifola frondosa,5627,COP3_5,323,
A0A1C7MCL7,A0A1C7MCL7_GRIFR Terpene synthase,Grifola frondosa,5627,COP4_1,326,
A0A1C8DPI3,A0A1C8DPI3_PINPI Alpha-pinene synthase,Pinus pinea,3346,APS2,629,
A0A1C8DQ46,A0A1C8DQ46_PINPI Alpha-pinene synthase,Pinus pinea,3346,APS1,629,
A0A1D3PAL5,A0A1D3PAL5_9ACTN Terpene synthase,Kitasatospora aburaviensis,67265,,357,
A0A1D6EFQ5,A0A1D6EFQ5_MAIZE Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,Zea mays,4577,ZEAMMB73_Zm00001d004484,505,
A0A1D6IZI7,A0A1D6IZI7_MAIZE Terpene synthase9,Zea mays,4577,ZEAMMB73_Zm00001d024477,521,
A0A1D6IZI8,A0A1D6IZI8_MAIZE Terpene synthase4,Zea mays,4577,ZEAMMB73_Zm00001d024478,520,
A0A1D6IZJ1,A0A1D6IZJ1_MAIZE Terpene synthase metal-binding domain-containing protein,Zea mays,4577,ZEAMMB73_Zm00001d024480,152,
A0A1D6IZJ3,A0A1D6IZJ3_MAIZE Terpene synthase5,Zea mays,4577,ZEAMMB73_Zm00001d024481,533,
A0A1D6IZJ6,A0A1D6IZJ6_MAIZE (E)-beta-farnesene synthase,Zea mays,4577,ZEAMMB73_Zm00001d024486,437,
A0A1D6KV46,A0A1D6KV46_MAIZE ent-copalyl diphosphate synthase,Zea mays,4577,ZEAMMB73_Zm00001d032961,890,
A0A1D7VQC5,A0A1D7VQC5_9ACTN Terpene synthase,Streptomyces lydicus,47763,SL103_24335,352,
A0A1D7YG01,A0A1D7YG01_9ACTN 2-methylisoborneol synthase,Streptomyces fodineus,1904616,BFF78_28970,416,
A0A1D7YL31,A0A1D7YL31_9ACTN Terpene synthase,Streptomyces fodineus,1904616,BFF78_39085,356,
